ID,DESCRICAO,PRECOVENDA,CODBARRAS
3841,FREIO DISCO HID ABSOLUTE BRUTU,"320,00",6976514750035
3842,MOVIMENTO CENTRAL ABSOLUTE SEL 5MM,"65,00",6972099600093
3843,CABO FREIO TRAS. CECI 1.5X1900,"10,00",6971520420286
3844,CABO CAMBIO TRAS. MTB 1.2X2.00,"10,00",6971520420170
3845,"CONDUITE  ENCAPADO PTO, 20MTX5M","5,00",6940194030855
3846,DESCANSO LATERAL ABSOLUTE CH A,"60,00",7908304885343
3847,DESCANSO LATERAL ABSOLUTE CH A,"55,00",6970284417150
3847,DESCANSO LATERAL ABSOLUTE CH A,"55,00",7898954172255
3848,FAROL ABSOLUTE PRIME 1600,"250,00",6960005300038
3849,FAROL JY-7026 PTO. C/LED 1000,"134,75",6960005300380
3850,DESCANSO LATERAL ACO 26 ZINC.,"25,00",8908007109219
3851,DESCANSO LATERAL 26 ZINC. P/EI,"5,00",8908007109226
3852,DESCANSO LATERAL ACO 20 ZINC.,"25,00",8908007109257
3853,"QUADRO 26 DIRT J.TUFF X-30, AL","651,75",4713809832418
3854,"CAMARA 29X2.10 / 2.25, SCHRADE","30,00",6938112670160
3855,GARFO 29 AHD MXFK-18 ACO PTO/P,"230,00",6972838740158
3855,GARFO 29 AHD MXFK-18 ACO PTO/P,"230,00",7908193628557
3856,TAMPA DO AR ABSOLUTE PARA GARF,"58,00",6940194030398
3857,"PEDAL F.STYLE, PP, BUCHA, PTO, 9/16","30,00",7899519810391
3858,"PEDAL F.STYLE, AL, WP-916, PTO","60,00",6923561501035
3859,PEDAL ABSOLUTE BRUTUS FLAT PTO,"75,00",6972064860392
3860,"PNEU 20X2.40 MASTER GRIP, PTO","54,75",3528707863584
3861,"CAMARA 20X4.1/4, SCHRADER 35MM","117,75",4717294988513
3862,X COLETOR ADM FAN 125 06/08 C/CATAL,"55,00",7908193633544
3863,X CABO ACEL TITAN 125 02/03 MAX,"25,00",7908193656307
3864,X CABO ACEL NXR 150 09/14 -MAX,"30,00",7908193646223
3865,X KIT REL XTZ 48/14/428UO,"193,00",NULL
3866,PATIN DIANT BIZ D/T TITAN 150/160 (PRO),"45,00",7898477871413
3867,PARAL D POP 110 13/15 PTO -PARAMOTOS,"95,00",7898457512190
3868,X CAPA BCO TITAN 00/FAN 08 PTO -CAPIXABA,"35,00",606529373061
3869,,"35,00",606529373085
3870,X KIT REL XTZ 48/14/428H 1045,"180,00",7899128813196
3871,X PINHAO TITAN 150/FAN 09 14D,"0,00",7899128804316
3872,X PINHAO TITAN 150/FAN 09 13D,"0,00",7908342725526
3873,CAREN ASS TITAN 150 04/08 PTO INJ/PP,"0,00",7899988700858
3874,CAREN ASS TITAN 150 04/08 PTO INJ,"98,00",7898512730040
3875,X TPA LAT TITAN 150 04/08 PTO INJ/PP,"80,00",7899988700841
3876,X TPA LAT TITAN 150 06/08 VERM,"80,00",7898512733102
3877,CAREN ASS TITAN 150 06/08 VERM,"98,00",7898512733225
3878,X BAG TITAN 00/FAN PTO,"0,00",7896963605795
3879,PNEU  CARRIOLA 08-325 P/CARRIOLA NYLON (4 LONAS),"55,00",7908342725113
3880,CAMARA (08) 350 CARRIOLA/CARRINHO,"0,00",7908342722600
3881,GUARNICAO TAMP VALV BROS160/TITAN160 - VEDAMOTORS,"18,00",7899641855932
3882,ESTATOR FACTOR 125 2014 - EVOL,"180,00",3901820000003
3883,CAMARA AR DIANT/TRAS CG/ML 275/300-18 - EVOL,"45,00",3395000000004
3884,CAMARA DIANT 250-17 BIZ/DREAM - EVOL,"45,00",3395050000009
3885,PNEU TRAS 90/90-18 BS32 - RINALDI,"190,00",7898493790347
3886,MOLA PEDAL FREIO CG/ML/TUR - EVOL,"10,00",3950500000000
3887,CUBO FIXACAO COROA TITAN 150 - EVOL,"0,00",NULL
3888,ESPELHO RETROVISOR BIZ125/POP/BROS09 MOD ORIG PAR - GVS SPORT,"40,00",7899624015759
3888,ESPELHO RETROVISOR BIZ125/POP/BROS09 MOD ORIG PAR - GVS SPORT,"40,00",3707030000006
3889,LAMPADA FAROL CG/TITAN12V H4FIT 35/35W - PHILIPS,"35,00",8727900377910
3890,PARAFUSO ESTRIBO CG 8 X 20 - FEY,"1,50",NULL
3891,ESTATOR FACTOR 125 11-13 - EVOL,"190,00",3900370000006
3892,PARALAMA DIANT YBR FACTOR 125 13-19/FACTOR PT - SPORTIVE,"80,00",7898574856573
3893,ESTATOR YBR 06-10/XTZ 125 06-10/FACTOR -10 - EVOL,"180,00",3900110000006
3894,RELE PART YBR/XTZ/FACTOR 125 TODAS - MAGNETRON,"85,00",7898485615160
3895,PNEU TRAS 90/90-18 R34 - RINALDI,"240,00",7898493790507
3896,ESPELHO YBR MOD ORIGINAL PAR - GVS SPORT,"45,00",7899624000946
3897,PNEU DIANT 2.75-18 WINNER C/ CAMERA - MAGGION,"175,00",7898153873977
3898,REGULADOR VOLTAGEM YBR/CRYP/XTZ/FACTOR125 -13 - EVOL,"70,00",NULL
3899,PNEU TRAS 90/90-18 WINNER C/ CAMERA - MAGGION,"170,00",7898153873984
3900,RELE PISCA FACTOR 125 -13/FAZER 250 /LANDER - MAGNETRON,"48,00",7898485617539
3901,PARALAMA DIANT TITAN 160 16-18/TITAN/FAN VM - SPORTIVE,"90,00",7898574856740
3902,GUARNICAO TAMP VALV TITAN 150 04-/CG 125 - VEDAMOTORS,"15,00",7899641814069
3903,REGULADOR VOLT LANDER 250/FACTOR 150 16-1 - VEI,"0,00",NULL
3904,ESPELHO TITAN MINI MOD 14 PAR - GVS SPORT,"35,00",7899624001691
3905,ESPELHO RETROVISOR MINI TITAN PAR -GVS,"30,00",7899624000076
3906,ESTATOR FAZER 150/FACTOR 150/CROSSER 150 - EVOL,"195,00",3901620000005
3907,PEDAL APOIO CENTRAL CG/TITAN 00 C/ ADAPT - POLIMET,"120,00",7896963607225
3908,ESTICADOR CORR TITAN/FAN 150/160 (2X2) - EVOL,"10,00",3710040000003
3909,REGULADOR VOLT FACTOR 125 14-16/FAZER 150 - MAGNETRON,"0,00",7898508618970
3910,PEDAL FREIO TITAN 150 04-08 KS/ES/ESD - EVOL,"65,00",4022400000004
3911,CONJUNTO CHUVA FLEX PEQUENO - DELTA,"0,00",7898027970436
3912,X KIT REL TITAN 150 43/16/428HOR 1045,"190,00",7908342703517
3913,X KIT REL BIZ 125 34/14/428HOR 1045 KIT MAX,"190,00",7908342703463
3914,X KIT REL FAN 09/12 43/14/428HOR 1045,"190,00",7908342703425
3915,FREIO MECANICO DIANT F160/R140,"70,00",7908193683624
3916,RODA LIVRE 1V 20D DOUR,"35,00",7908193614482
3917,PEDALEIRA AL RECART AZUL RETRO,"20,00",7899463345567
3918,PEDALEIRA AL RECART VERM,"20,00",7898648390507
3919,PEDALEIRA AL RECART POL,"0,00",7898648390125
3920,SELIM C/ CANOTE VERMELHO,"35,00",7898490128969
3921,SELIM PRETO,"35,00",7898490120444
3922,SELIM PRETO ABERTURA CENTRAL,"35,00",7898490120093
3923,SELA BICICLETA CLASSIC ROYALGEL PRETO,"65,00",NULL
3924,DESCANSO LATERAL PRETO,"60,00",NULL
3925,SELIM ABSOLUTECOMUM,"85,00",NULL
3926,SELIM  PRETO  CXR RECOVERY,"85,00",NULL
3927,,"35,00",6923561500304
3928,COROA CROM 7899463309408,"35,00",7899463309408
3929,COROA BICICLETA  362 AZUL PROJEMA,"38,00",NULL
3930,COROA BICICLETA ESTRELA VERNIZ,"30,00",7890000141680
3931,COROA BICICLETA FECHAD PRATA7899463342405,"35,00",7899463342405
3932,COROA PRETO 36D,"30,00",6970355002094
3933,CABO DE FREIO DIANTEIRO BICICLETA,"10,00",NULL
3934,,"3,50",NULL
3935,EIXO TRAS 180MM X 3/8 C/ ESF,"30,00",7908193617186
3936,RODA LIVRE 24T FREEWHEEL,"45,00",6970406650090
3937,EIXO DIANT COMPLETO C/ BACIA,"30,00",NULL
3938,CONJUNTO EIXO BICICLETA TRAZ,"25,00",7892261056550
3939,CUBO DT ABSOLUTE WILD DISC PTO 36F,"250,00",NULL
3940,PEDIVELA ABSOLUTE  PTO WILD,"320,00",NULL
3941,PEDIVELA ABSOLUTE  PRIME D 34D OFF 3MM ALUMINIO,"395,00",6940194029736
3942,INATIVO POR DUPLICIDADE,"0,00",NULL
3943,CASSETE 9MM,"140,00",6970365351823
3944,ALONGADOR  P/ESPIGA ALKL- 4025,"70,00",7908193627864
3945,CORRENTE SHIMANO CN-HG93,"230,00",4524667040804
3945,CORRENTE SHIMANO CN-HG93,"230,00",689228040809
3946,CORRENTE SLC SPEED 9,"90,00",6970284412346
3947,CORRENTE SHIMANO CN-HG40,"148,00",NULL
3948,SUPTE ADAP.C/LEVER DIANT,"250,00",7896482603586
3949,FREIO TRASEIRO SUECO,"12,00",NULL
3950,FREIO DIANTEIRO CROM T SUECO,"30,00",NULL
3951,,"40,00",7898616320178
3952,,"38,00",NULL
3953,,"38,00",7898648390026
3954,KIT ACESSORIOS V-BREAK DIVERSOS,"10,00",NULL
3955,SELIM  PRETO  CXR60,"85,00",NULL
3956,SELIM  PRETO  CXR SADDLE,"90,00",NULL
3957,PEDIVELA SUGINO AL 170MM,"150,00",NULL
3958,CANOTE DE SELIM 240 ZIN,"15,00",7898646110435
3959,EMENDA CORRENTE  KMC X8,"40,00",766759057305
3960,CAN SEL ACO 285 REB CR,"20,00",NULL
3961,ALAV CAMBIO 24V PTO,"140,00",NULL
3962,ALAV CAMBIO  ALTUS,"160,00",NULL
3963,PASTILHA ABSOLUTE ABS-02S ORGAN,"35,00",6970284418164
3964,PASTILHA DE FREIO  TITAN 150 09(T),"35,00",7898911417450
3965,CANOTE VIOLETA GTU TRAKER,"38,00",7898565404224
3966,FITA PARA GUIDAO   VLT-001SG EVA VERM C/GEL,"85,00",4713051924244
3967,SUPORTE DE GARRAFA ABSOLUTE C/ JG FERRAMENTA,"10,00",NULL
3968,LUVA MIRIM VERMELHA,"10,00",NULL
3969,PEDALEIRA BIKE PQ ALUM CAFE RETRO,"20,00",7899463345581
3970,GARRAFA  JG FERRAMENTA,"145,00",6970434540875
3971,"GARRAFA TERMICA, SKIN, 650ML PTO","40,00",78988722453371
3972,PEDALEIRA TROLHAO ROSA,"25,00",7898648390514
3973,LUVA MIRIM ROSA,"10,00",NULL
3974,PEDALEIRA AL AMAR,"20,00",7899463345543
3975,GARRAFA  AZUL  TAM 71 710ML,"55,00",7899908440581
3976,MANOPLA  GARRA MOTO,"30,00",7898455190031
3977,GARRAFA  ROSA TAM 71 710ML,"55,00",NULL
3978,LUVA VERMELHA,"15,00",NULL
3979,CAIXA DE SOM PARA BICICLETA ABSOLUTE,"45,00",6960005300533
3980,SUPORTE GARRAFINHA  AL NAT,"35,00",6970021311703
3981,"SUPORTE GARRAFA, NYLON, W2, BRANCO","28,00",NULL
3982,FITA ANTI FURO ARO 29  LARANJA E PRETO,"48,00",NULL
3983,PAINEL COMPLETO TITAN 150 06-08 COMPLETO,"130,00",NULL
3984,PAINEL COMPLETO POP 110,"220,00",7908193657328
3985,FAROL COMPLETO COMPAT. TITAN 150 ARO PTO) -PLASMOTO,"130,00",7898442101477
3986,,"30,00",7899988707376
3987,KIT  MT-S/RODA 16 - FEM-VM,"100,00",7896482601629
3988,PESO DE GUIDAO  ALUM AZUL,"28,00",7893986171016
3989,PAINEL BIZ CONDOR 125 05 A 08 ES,"250,00",7899248167179
3990,PAINEL COMPLETO  CG 125 200 ES/KS CONDOR,"240,00",7899248179882
3990,PAINEL COMPLETO  CG 125 200 ES/KS CONDOR,"240,00",7899248142497
3991,LUVA  ALUM EMBORR GRAB PTO,"55,00",7908193653160
3992,MANOPLA BIZ 125,"0,00",NULL
3993,PESO DE GUIDAO  VELOCE 1 PAR,"95,00",NULL
3994,MANOPLA  SILICONE TITAN 160 AZUL,"55,00",7893986241689
3995,MANOPLA  SILICONE TITAN 160 VERMELHA,"30,00",NULL
3996,LUVA  ALUM EMBORR RAIO VERMELHO,"50,00",7908193662728
3997,X LUVA  ALUM EMBORR GRAB VER/PTO,"50,00",7908193653177
3998,X LUVA  ALUM EMBORR FUR PRETO,"50,00",7908193653115
3999,PESO DE GUIDAO  PTO VELOCE,"95,00",NULL
4000,"CAPACETE ABSOLUTE NERO PTO/CINZA , TAM. M/G","140,00",NULL
4001,"CAPACETE ABSOLUTE NEROAZUL , TAM. M/G","140,00",NULL
4002,ARO 26 1X1.90 VZAN PTO,"85,00",NULL
4003,CAPACETE ABSOLUTE PRIME CINZA ESCURO,"200,00",6940194024441
4004,CAPACETE PRIME NEON ABSOLUTE,"240,00",NULL
4005,CAPACETE PRIME VERM ABSOLUTE,"240,00",NULL
4006,CASSETE 9 V 11X32 ALIVIO SHIMANO,"150,00",NULL
4007,BUZINA P/PADEIRO PEQUENO CROM,"40,00",7908193626928
4008,CESTAO 26 COMPL PTO 31X23X20,"40,00",NULL
4009,CESTAO C/TAMPA MARR 33X24X26,"80,00",7908193693142
4010,CORR CORRIDA 1/2X3/32X116 CINZA C30,"35,00",NULL
4011,JG FREIO V.B PLAST ALLEN C/COND+MAC PTO,"60,00",7908193684478
4012,PASTILHA P/F.D S/MOLA HPD02 BLISTER,"25,00",7908193622951
4013,SEL MTB SNK 802 PTO S/CARR,"85,00",7908193693586
4013,SEL MTB SNK 802 PTO S/CARR,"85,00",7908193684126
4014,ARO 16X1.75 AL 16F 26MM NATURAL (IGR),"45,00",7898942762918
4015,ARO 26X1.1/2 AL 36F PREDACTOR S/I PTO,"125,00",7890000172493
4016,ARO 26X1.1/2 AL 36F VMAXX S/I BCO,"140,00",7898640722771
4017,GANCHEIRA AL HUPI/SOUL/FUJI/HIGH ONE,"60,00",7908203400074
4018,GANCHEIRA AL KSW XLT,"60,00",7908203403853
4019,CADEIRINHA DIANT MTB CALCULINH PRETO GUID -  ALTMAYER,"195,00",7898265660045
4020,CADEIRINHA CARONA BIKE TUB VERMELHA,"110,00",7908193624498
4020,CADEIRINHA CARONA BIKE TUB VERMELHA,"110,00",7898942825125
4021,CADEIRINHA CARONA BIKE VERM - EVEREST,"170,00",NULL
4022,PNEU 29X2.1 COLINA,"85,00",7895616280457
4023,PNEU 24 X 2.125 E-BIKE - KENDA,"180,00",4717294988476
4024,PNEU 26X1.-3/8,"70,00",5970
4025,PNEU 126X1.25,"95,00",4717294987295
4026,PNEU 24X2. 125,"95,00",7895616218689
4027,PNEU 29 TRAZANO,"85,00",NULL
4028,PNEU 110/90-17 LEVORIN,"355,00",7898493790088
4029,PNEU 4.10-18 WH 21,"330,00",7898493790033
4030,PNEU ST300 2.75-18 42P,"200,00",7897046870185
4031,PNEU 3.25 16 RINALDI,"220,00",NULL
4032,PNEU TRAS 80/100 - 14 - R34 BIZ - RINALD,"220,00",7898493790897
4033,PNEU 80 100 14 R32,"170,00",7898493790361
4034,PNEU 2.75-18 R 34 42 P TT FRONT 84158936,"200,00",7898493790514
4035,PNEU 110/80-17 - RINALDI,"420,00",NULL
4036,PNEU 2.75-18 BS 32 - RINALDI,"185,00",7898493790330
4037,PNEU 60/110-17 - RINALDI,"155,00",7898493790378
4038,PNEU  2.50-17 R34 - RINALDI,"170,00",7898493790880
4039,PNEU  100/90-17,"345,00",7898493790309
4040,PNEU 90 90 19 - RINALDI,"290,00",7898493795908
4041,PNEU 80 100 -21 RINALDI,"295,00",7898493790439
4042,PNEU 120/80 18 R34,"395,00",7898493790477
4043,PNEU 60/100-17  SH31- RINALDI,"170,00",7898493790323
4044,PNEU  2.75-18 42 MM,"190,00",7898493790286
4045,PNEU 909018 51M SH31 - RINALDI,"248,00",7898493790262
4046,PNEU  100/100-18 - RINALDI,"480,00",7898493790385
4047,PNEU 2.50-17 - RINALDI,"170,00",NULL
4048,PNEU 2.50-17 PD 29,"170,00",7898493790149
4049,PNEU 909018 HB37 - RINALDI,"285,00",7898493790866
4050,PNEU 130/80-17,"495,00",NULL
4051,,"170,00",7898432161047
4052,ARO DE RODA 14 X 160 COMP. TRAS BIZ 100-125 POP,"130,00",7899101600904
4053,,"145,00",7898432161023
4054,ARO DE RODA 19X185 COMP. C/ TITAN NXR BROS,"165,00",7899101616394
4055,,"245,00",7898432161092
4056,,"240,00",7899101615151
4057,,"140,00",3215700000008
4058,,"130,00",3215720000002
4059,ARO ACO CR 1.40 X 17 HONDA DREAM C-100/POP/CRYPTON DIANT,"25,00",7898432164109
4060,ARO ACO CR 1.60 X 18 HONDA CG 83 ENINCO,"25,00",7898432161214
4061,ARO ACO 17X215 COMP. TRAS TORK,"175,00",NULL
4062,ARO RODA DIANT 18X160 CG125  TITAN 150 YTM 125,"160,00",7899101600720
4063,ARO RODA TRAS 18X185 CG125  TITAN 150 YTM 125,"130,00",7899101600669
4064,ARO DA RODA 285/18 MOTARD PRET BRILHANTE,"230,00",7890000148214
4065,ARO DA RODA 215/18 PRET BRILHANTE,"240,00",NULL
4066,KIT CG 150 TITAN - RIFFEL,"160,00",7899128813264
4067,KIT CG 125 CARGO - RIFFEL,"160,00",7899128813080
4068,KIT TITAN 125 C/ CORRENTE 428H X 116L- RIFFEL,"155,00",3580728070006
4069,KIT  TRANS TITAN 125 95 - 99 1045  GRAPKS - 7908217203067,"155,00",7908217203067
4070,KIT  TRANSMISSAO COM RETENTOR - GRAPKS,"210,00",16876
4071,KIT TRANSMISSAOC 100 BIZ 1045 GRAPKS 13243,"155,00",13243
4072,,"195,00",7898942761416
4073,KIT  TRANSMISSAO NXR 125 BROSS 1851900000008,"185,00",1851900000008
4074,,"180,00",7893986289568
4075,KIT LANDER KITMAX,"295,00",7908342704118
4076,KIT XL 125 C/ ANEL 56Z X 14Z C/ CORRENTE,"230,00",7895230032562
4077,,"130,00",7908342703692
4078,KIT FAZER 150 - RIFFEL,"180,00",7899128894935
4079,KIT YBR 150 01-16 12/17 - COBRECK,"160,00",7892679253985
4080,KIT NXR 150 BROSS C/ CORRENTE - KIT TOP,"240,00",7899128881645
4081,KIT FAZER 150 EMBORRACHADO- KITMAX,"200,00",2751600000133
4082,KIT NXR 150 BROS ESD (03-05) EVOL,"195,00",358065
4083,KIT  XTZ 125  EMBORRACHADO,"200,00",2751670000132
4084,CAPA ANTI MONSTER,"50,00",7891201190286
4085,CAPA POP 110 TODAS AZUL RT 4048,"48,00",7898673460886
4086,CAPA ANTID  PT HONDA,"50,00",7891201000479
4087,CONJUNTO MOTOQUEIRO FLEX P PRETO - DELTA,"155,00",NULL
4088,CONJUNTO MOTOQUEIRO FLEX PRETO - DELTA,"155,00",NULL
4089,PEDAL DE FREIO CROMADO CG 125 83-89,"65,00",7896963607256
4090,PEDAL DE FREIO COMP 150 ESD 2015 CROMADO,"85,00",7899844800319
4091,PEDAL DE FREIO CROMADO TITAN 160 ESD 2018,"100,00",7899844800302
4092,PEDAL DE FREIO CROMADO POP 100 2007 -2015,"65,00",7896963613240
4093,PEDAL FREIO NXR160 EDD,"65,00",7899468080036
4094,OLEO API SL 20W50 JASO ECOLUBRI,"28,00",7898644810122
4095,CAPA 3D PINTURA DEG. AZUL TITAN,"50,00",7891201030070
4096,MOTOR FIT 14 PARES - GAREN,"750,00",7899642385339
4097,ESCAPE TITAN 160 PRO TORK PRETO,"200,00",7908285416079
4098,ESCAPAMENTO FAN 150 09/13,"320,00",7896963611949
4099,ESCAPE ORI YBR CR,"355,00",7896963605030
4100,ESCAPAMENTO FAN05/08,"320,00",7896963605061
4101,ESCAPE BIZ 125 06-2015 - POLIMET,"295,00",7896963605115
4102,PISCA FACTOR/FAZER 2011 LANDER 2009 A 2011/ FAZER 2010 LENTE,"40,00",7899624006047
4102,PISCA FACTOR/FAZER 2011 LANDER 2009 A 2011/ FAZER 2010 LENTE,"40,00",7899624006030
4103,PISCA TITAN 125/1540LENTE LARANJA VERSOL COMBATE SEM LAMPADA,"35,00",7899624008799
4103,PISCA TITAN 125/1540LENTE LARANJA VERSOL COMBATE SEM LAMPADA,"35,00",7899624008759
4104,PISCA DIANTEIRO/ TRASEIRO  CG/ML/TURUNA/TODAY/TITAN,"25,00",7899101613874
4105,LENTE DO PISTA TRAS DIR BIZ C-100 AMARELA,"15,00",7897846414428
4105,LENTE DO PISTA TRAS DIR BIZ C-100 AMARELA,"15,00",7899276499020
4106,PISCA  YBR 2004 LENTE AMBAR ESCURO SEM LAMPADA UNIVERSAL,"35,00",NULL
4107,LENTE PICAYBR FACTOR AMAR,"10,00",7908193664746
4108,EMBREAGEM COMPLETA CG 125 TODAS ATE 2004/FAN 2004 E/D,"255,00",3630540000009
4108,EMBREAGEM COMPLETA CG 125 TODAS ATE 2004/FAN 2004 E/D,"255,00",7892679253138
4109,REGULADOR/RETIFICADOR CG 150/TITAM KS 04-08/CG 125 FAN/KS 09-13/ CG 150/TITAN ESD 04-08-MAGNETRON,"95,00",7898485614194
4110,RELE PARTIDA TITAN 150 -08/BROS 125/150-08/FAZER 150/ CROSSER 150/ XLR 125/CRF 230 -12/YBR 150-EVOL,"75,00",3009170000008
4111,DISCO DE EMBRAGEAGEM TITAN 150-VEI,"65,00",3631050000008
4112,,"55,00",7899248112452
4113,REG RETIF TITAN 92 -04/FAN -08/NXR 125/150 /CRF 230F-MAGNETRON,"75,00",7898485613982
4114,PISCA DIANT. DIR. BIZ C-100 AMBAR- STYLU,"28,00",7897846417443
4115,LENTE DO PISCA XLR125/XR 200 AZULADA- STYLU,"10,00",7897846412707
4116,CONJUNTO DE LENTE NO VA TITAN/BROS 13-14 CRISTAL D/E T/D C/P- GVS SPORT,"15,00",7899624004104
4117,LENTE DO PISTA TRAS ESQ BIZ FUME7897846414381 P/ AMARELO,"15,00",7897846414381
4118,PISCA COMP+CHICOTE DD/TE/ POP 100I-2015 AMARELO,"35,00",NULL
4119,PISCA NOVA TITAN 125/150 13/14 LENTE AMARELA SEM LAMP,"35,00",7899624004203
4120,CONJ DE LENTE NO VA TITAN/BROS 14 LENT FUME CRISTALD/D,"15,00",7899624005989
4121,PISCA DIANT.ESQ. BIZ C-100 STYLU,"16,00",7897846417450
4122,REFLETOR PARALAMA. TRAS. 150 2009,"30,00",7899237153053
4123,CABO VEL NXR 125-13,"30,00",7908193648081
4124,CABO VEL NXR 150/ BROS/ KS-E SESD 2003 E.D,"25,00",7895797831455
4126,CABO EMBREAGEM COMPATIVEL P/NXR150/BROS-09/TODAS,"25,00",NULL
4127,CABO EMBREAGEM NXR150 03/05- MAX CABLE,"30,00",7908193646896
4128,CABO EMBREAGEM BROS 160 ESD/EDD/ES -16,"30,00",336318II
4129,ESTICADORCORRENTE STRADA/ NX/BROZ/XR200-EVOL,"20,00",3710010000002
4129,ESTICADORCORRENTE STRADA/ NX/BROZ/XR200-EVOL,"20,00",3710020000009
4130,,"25,00",3220400000005
4131,CABO EMBREAGEM FAN/TITAN 150 -14,"25,00",3363140000000
4131,CABO EMBREAGEM FAN/TITAN 150 -14,"25,00",3362500000001
4132,CABO ACELERADOR TITAN 150 KS/ES 09,"25,00",3362330000004
4133,CABO ACELERADOR TITAN KS/KSE/ES -02,"25,00",336181
4134,CABO ACELERADOR CG125 TITAN/ES/KS/KSE/CARGO-2002/2008 -SORETTO,"30,00",7899954300235
4135,CABO EMB FAN 125 07- MAX,"0,00",2716870000139
4136,CABO ACELERADOR FACTOR 14 ED/E/K/ A,"25,00",7908193645820
4137,CABO ACELERADOR FACTOR 14 ED/E/K/ B,"25,00",7908193645844
4138,CABO ACELERADOR YBR 02 E/D/EK -MAX,"30,00",7908193656819
4139,CABO FREIO YBR FACTOR 09 E/K -SORETTO,"35,00",7890008805720
4140,CABO ACELERADOR FACTOR 125 ED/E/K 09,"30,00",NULL
4141,CABO EMBREAGEM FAZER 150 14/FACTOR 150 -16 VEI,"30,00",336325II
4142,CABO EMB YBR 125/FACTOR 125 E/K09-16,"30,00",336112000002
4143,CABO EMBR TORNADO -PMKE,"35,00",7908217222792
4144,CABO ACELERADOR NXR160 B EDD/ESD/ES 2016-PMKE,"30,00",7908217208758
4145,CABO EMBREAGEM XTZ CROSSER 150 -K CABOS,"35,00",7899248114746
4146,CABO ACELERADOR XLR 125- MAX,"28,00",7908193656147
4147,,"10,00",17899468071826
4148,7899276413262,"4,00",7899276413262
4149,LAMPADA PISCA CG/TITAN 12V 3W B.VIDRO (10X10)- EVOL,"3,00",3854050000001
4150,LAMPADA STALLION H4 SUPER BRANA PRIME 0 8000K,"85,00",7893986285607
4151,LAMPADA R0W 12V BA15S -MAGNETI MARELLI,"4,00",7891579314963
4152,LAMPADA 12V 16W W2 1X9 5D -MAGNETIC MARELLI,"4,00",7891579315649
4153,LAMPADA STALLION M5 SUPER BRANCA BLITZ 6500K,"80,00",7893986285614
4153,LAMPADA STALLION M5 SUPER BRANCA BLITZ 6500K,"80,00",7892050700114
4154,,"30,00",7899468049248
4155,BATERIA MOTO 12V (GEL) CBX/XR250/NX400-GRAPKS,"200,00",7908217206983
4156,BATERIA MOTO 12V-6AH -ROUTE,"185,00",7898352905455
4157,CAPACETE AMARELO MOTO TAXI 60 -PRO TORK,"145,00",NULL
4158,REDE CAPACETE CONV 42X42 PRETO - MS ESTENSOR,"25,00",7898947687605
4159,KIT CILINDRO MOTOR TITAN  125 1992-2001 C/JUNTA - EVOL,"340,00",35102111
4160,KIT CILINDRO MOTOR POP/BIZ 110 - EVOL 3510060000003,"320,00",3510060000003
4161,MOTOR PARTIDA FAZER 150/ CROSSER 150/FACTOR 150 -EVOL,"285,00",3900160000001
4162,MOTOR PARTIDA  TITAN 150/BROS 150 06/FAN09,"280,00",3900040000008
4163,KIT CILINDRO MOTOR BIZ 100 C/ JUNTA - EVOL,"340,00",3510100000000
4164,MOTOR DE PARTIDA NXR 160 BROS 2015 - MAGNETRON,"320,00",7899761403587
4165,KIT CILINDRO TITAN/FAN/NXR BROS 160 - METAL LEVE,"380,00",7894766693872
4166,KIT CILINDRO HONDA NXR BROS 13-15 CG 125 09/15- METAL LEVE,"340,00",7891579359353
4167,RELE PISCA CG/TITAN 125 REDONDO,"30,00",4160330000005
4168,REGULADOR VOLTAGEM  LANDER 250 - EVOL,"0,00",NULL
4169,REGULADOR VOLTAGEM  TITAN 150 08 BROSS 250,"50,00",NULL
4170,CDI POP 100 - EVOL,"85,00",3560110000002
4171,SUP E ESC COMPATIVEL P/ C100 BIZ - MAGNETRON,"45,00",7898485610974
4172,CDI TODAY/TITAN 92-02 XLR 125 - EVOL,"85,00",NULL
4173,INT. FREIO DIANT. COMPATIVEL P/ CG125ES 00-04/SAHARA,"15,00",7898485616198
4174,,"100,00",3460630000004
4175,TRAVA DO BANCO COMPATIVEL P/ BIZ 125 09 EM DIANTE,"45,00",7898508614255
4176,,"98,00",3461550000006
4177,CHAVE IGN TITAN 150 KS/ES 09-13 - VEI,"98,00",3460610000000
4178,,"95,00",7908193659896
4179,TRAVA GUIDAO  HUNTER 90/CG 125 TITAN - MAGNETRON,"40,00",7898485619045
4180,CONJUNTO DE TRAVAS COMP. BIZ 100 98 - MAGNETRON7898508611223,"75,00",7898508611223
4181,,"90,00",7898485610479
4182,,"285,00",7898508612381
4183,CHAVE IGNICAO COMPAT P/CG 150 FAN 2010N ESI,"90,00",7898508611568
4184,ESTRIBO YBR T0RK,"95,00",7899101620339
4185,BORRACHA  DO PEDAL DIANTEIRO CG TITAN - VEDA +7898590341244,"15,00",7898590341244
4186,BORRACHA ESTRIBO BIZ 125 - KIT C/ 02 UN,"25,00",606529978518
4187,COLETOR ADM NXR. BROS 160 16,"40,00",7908193633643
4188,,"30,00",4430020000005
4189,,"30,00",7891579859037
4190,,"30,00",NULL
4191,,"30,00",4430010000008
4192,ROLAMENTO  6300 2RS   - PMKE,"20,00",GRA9088
4193,ROLAMENTO  6204 ZZ GBRGTOP,"25,00",7899153223755
